filename, awake, drowsy
221023-144904_jpg.rf.00007c1b6d21705a3a04b914d488d847.jpg, 0, 1
Phong11_jpg.rf.0034b6b3d7c5e515a8b1e45de3511334.jpg, 0, 1
Bao26_jpg.rf.0052a1c4d6d8a054a4d926107d5bdab9.jpg, 0, 1
221023-143858_jpg.rf.00386e36c2dabe6bca6c0e4f683dd1a1.jpg, 0, 1
Nguyen15_jpg.rf.005b3167a46ffb0bd84fc9f088a18234.jpg, 0, 1
221023-144511_jpg.rf.003addb31648427937ae2cfffd68d34f.jpg, 0, 1
221023-092109_jpg.rf.0038f742f2abcb6ccb10bf3e4c3bfc41.jpg, 0, 1
train_781_jpg.rf.0065f2d5631c31161de88497cc0d40d3.jpg, 1, 0
tinh_Si39_jpg.rf.00675b7b58afa904755ae90a2ccac703.jpg, 1, 0
221023-141407_jpg.rf.00bd9c507c66d09cc21525559486098b.jpg, 1, 0
221023-093741_jpg.rf.00bb753d9c47d66b2272700a455ad95f.jpg, 0, 1
train_541_jpg.rf.010fccc7961cfe1cf8b6135f850070d0.jpg, 1, 0
221023-145053_jpg.rf.00a9fb9bbcb382e0812bab90f0cc5a86.jpg, 0, 1
Si30_jpg.rf.0111dc9b08e0d2e2cf419d9a50e803f7.jpg, 0, 1
221023-094221_jpg.rf.011a89c5abf980cf748c82544f034c7d.jpg, 0, 1
221023-144916_jpg.rf.0110a38596286bbdc837433107eea199.jpg, 0, 1
train_451_jpg.rf.010ccd828fcfe5be382d61f39b01967f.jpg, 0, 1
221024-092923_jpg.rf.00c4c6c6dafcd9ac7e2ffa3d176b0f5d.jpg, 0, 1
train_366_jpg.rf.015f630959ea7be265289536812e70a6.jpg, 0, 1
Si8_jpg.rf.011cb1c6b2e9c122e12c89b495e09871.jpg, 0, 1
train_590_jpg.rf.019869cadb7bf6297868e4b3ec3ac519.jpg, 1, 0
221023-144916_jpg.rf.018323b1350241c75124693762c3131a.jpg, 0, 1
GOPR0492_MP4-361_jpg.rf.0158d85a3cc7ed916fc955154c278077.jpg, 1, 0
train_1078_jpg.rf.015faac013fdb726e57bb44b15646921.jpg, 0, 1
221023-093141_jpg.rf.01819ad37acaf0f992ca167c725c090f.jpg, 0, 1
train_529_jpg.rf.00b569ee7145a7841afc740e3fb13f70.jpg, 1, 0
tinh_Tam23_jpg.rf.015a6039c9230b941e27084006c198ce.jpg, 1, 0
221023-144208_jpg.rf.00c9ca82e3b3032e0558e78c6251cac3.jpg, 1, 0
GOPR0492_MP4-202_jpg.rf.0133aa74d5ff6b725d6832067486307f.jpg, 1, 0
train_564_jpg.rf.00ecb646cf61dd0d0ca4c20b073adbe4.jpg, 1, 0
221024-095250_jpg.rf.01c096a809ed8362ef7426f51d299aa7.jpg, 1, 0
Nguyen25_jpg.rf.019d8cb629c71b8c576412182adca2c2.jpg, 0, 1
test_348_jpg.rf.01cd9b174b0d336bf72601cc22ee53b0.jpg, 0, 1
tinh_Long44_jpg.rf.01c46f1ec6f831ca2495f4728c4fc2f0.jpg, 1, 0
train_684_jpg.rf.01e030def85d7679ae41bead81784b51.jpg, 0, 1
221023-141554-Copy_jpg.rf.006bb604a19d4ce6e67ef2ce12983c59.jpg, 0, 1
Nam9_jpg.rf.01857919665ae5543c8d68423608b0d7.jpg, 0, 1
221023-142341_jpg.rf.01da948d004e220ac243ba9301133ce2.jpg, 0, 1
train_329_jpg.rf.01cac85d1e226408f563ee93060a6f3a.jpg, 0, 1
tinh_Si97_jpg.rf.01c7bc75d722cf4530c33e73e2696cad.jpg, 1, 0
Tam28_jpg.rf.01991fb682a071591c7f781c8b354bcc.jpg, 0, 1
221023-145118_jpg.rf.01c310861737fc3c7922485c83bca382.jpg, 0, 1
tinh_Si54_jpg.rf.015fe77a79994f0d22b505370c493070.jpg, 1, 0
221023-144225_jpg.rf.02215b67cc6b845a88be55b20c1a8238.jpg, 1, 0
tinh_Bao45_jpg.rf.01ef699f98667f5732cd0830d456c9a0.jpg, 1, 0
train_499_jpg.rf.021d8f31837ae4ddfaea246314abcd00.jpg, 0, 1
train_837_jpg.rf.01b0fd563e3c6dbdee4fc7738aa32666.jpg, 1, 0
train_1435_jpg.rf.021a6224ff0d42fa15c8c97e56efc935.jpg, 1, 0
Si41_jpg.rf.022d505a0a05e16235f47c16d55e291e.jpg, 0, 1
train_589_jpg.rf.023331f3bac98f59b1fed243abaf516e.jpg, 0, 1
221023-091727_jpg.rf.02493cd89c2dff431588433e822403bd.jpg, 1, 0
tinh_Nam16_jpg.rf.0235d35442379e2789066559dead5c89.jpg, 1, 0
tinh_Phong49_jpg.rf.0270f69a5fd598aed8740131dff466cd.jpg, 1, 0
train_436_jpg.rf.0247c672cd654cb75c1573afa85879e0.jpg, 0, 1
221023-141355_jpg.rf.01eba56f44d791df4badb3ffc011c6e0.jpg, 1, 0
Si47_jpg.rf.023b3fef97e0d67f7926f83523a3d0c4.jpg, 0, 1
train_603_jpg.rf.02a5fe8dc341ad1691f5f664aac6ba0b.jpg, 1, 0
221023-143321_jpg.rf.029c206704358f103557de386054e34e.jpg, 0, 1
train_415_jpg.rf.024cefcc5e2ba257a092486235d87fe3.jpg, 0, 1
GOPR0492_MP4-383_jpg.rf.0251fdb599496612427a755c4ae120b0.jpg, 1, 0
221023-092026_jpg.rf.02c2c3ec4988b1c5b68c0d37bb38d839.jpg, 0, 1
train_1077_jpg.rf.02cd6726f360f6bb22431078e81b5d6f.jpg, 0, 1
GOPR0492_MP4-80_jpg.rf.02d1452b06b3e2b3cfd8397690ab8147.jpg, 1, 0
GOPR0492_MP4-357_jpg.rf.02cee7fc73046c6504309f6ece40fc5c.jpg, 0, 1
221023-143415_jpg.rf.02dd5610a0997280630b17c34ba60611.jpg, 0, 1
221024-095020_jpg.rf.0296d0273e3c828fa93128696400c39d.jpg, 0, 1
Phong48_jpg.rf.02a97728b54011fc6f3c6605318bd195.jpg, 0, 1
221023-143618_jpg.rf.0270cdedad8fc1f23efe01b205269aa6.jpg, 0, 1
221023-142847_jpg.rf.02e268183d610fcab6b64e58dd67fe95.jpg, 0, 1
221023-144616_jpg.rf.025480081cb52bd1e35e0c8b003f9b6d.jpg, 0, 1
221024-094951_jpg.rf.02eb047caf3fc2b5befd93e74f35d918.jpg, 0, 1
Tam35_jpg.rf.02debc44c7d96350b2a0bbaf48e47e9d.jpg, 0, 1
221024-095244_jpg.rf.0239f9eaec68bc371919ca4c7d05a60c.jpg, 1, 0
Si12_jpg.rf.02f63bb4146876de31d0d5b056f511c6.jpg, 0, 1
221024-094101_jpg.rf.032df9abf1cc88da3573089e15951e8a.jpg, 0, 1
tinh_Tam40_jpg.rf.033621bbd38eb4694d8bb730612f473a.jpg, 1, 0
tinh_Phong29_jpg.rf.028d284297e7ed6388cea34dd418ac9f.jpg, 1, 0
tinh_Si14_jpg.rf.032f6748e514973948d127850d0e4222.jpg, 1, 0
tinh_Nam15_jpg.rf.037cadc2c4e71d0f36379aca979eae08.jpg, 1, 0
tinh_Si0_jpg.rf.038908794bbe40ea6471c6e3c1a7b918.jpg, 1, 0
GOPR0492_MP4-15_jpg.rf.0367bb4a10ec378f813e64babf5ae104.jpg, 1, 0
train_1311_jpg.rf.037152f916b1dd608d113c24bb202342.jpg, 0, 1
GOPR0492_MP4-82_jpg.rf.0314b139c9d7ced6538d886e0791fda3.jpg, 0, 1
Phong49_jpg.rf.03941a3dfdb07ec2b5d42a25d3ed9000.jpg, 0, 1
221024-093212_jpg.rf.03b1b33ef314ad86acbff8834e6f7af1.jpg, 0, 1
train_1073_jpg.rf.033205d9dedb86ebbd3080f5cb746057.jpg, 0, 1
train_990_jpg.rf.0351347db3d40de5a3d4030b40cdf4b2.jpg, 1, 0
Bao24_jpg.rf.037bfbc64e36a476d1548fb3a5f6b5cc.jpg, 0, 1
Bao41_jpg.rf.03307ed28ae674521b8b2c7897c08154.jpg, 0, 1
GOPR0492_MP4-454_jpg.rf.02cd8d0c46ea14e9c0c7b97096229927.jpg, 1, 0
Si35_jpg.rf.03b332377fc8c02a2de25c70a92f7631.jpg, 0, 1
tinh_Long8_jpg.rf.037d8e8d4e2af822b5eee69fcc6a3fbd.jpg, 0, 1
GOPR0492_MP4-78_jpg.rf.0397ab3754ad7e58f998ddd53bb48314.jpg, 0, 1
train_1036_jpg.rf.02efdebc37d3ae3a1731654d972e3c84.jpg, 1, 0
tinh_Si89_jpg.rf.03e68c10e0c58da384b9e73335a70606.jpg, 1, 0
221023-092028_jpg.rf.0272938998b2ddd68ad38fcaee4277f7.jpg, 0, 1
221023-091750_jpg.rf.03fe4c77eb1fa7fcfc48ab6c876ffa8d.jpg, 1, 0
221023-144852_jpg.rf.03d6ff2631359741e568da1415525654.jpg, 0, 1
Long42_jpg.rf.03f9299ef205d35497141b9fe3cae4a9.jpg, 0, 1
tinh_Long7_jpg.rf.03e83d05e3998ee3fd214b81c3160dbc.jpg, 1, 0
GOPR0492_MP4-285_jpg.rf.040b1756947854ddcbd2c61a9cf0e932.jpg, 0, 1
221023-145055_jpg.rf.041c6dc54c50332ba9799723576d4a62.jpg, 0, 1
GOPR0492_MP4-42_jpg.rf.0490b5f9bf2d42ead8fe4663f79c0950.jpg, 1, 0
tinh_Long11_jpg.rf.045615ca114f90ef50b918ec5f3a9c7a.jpg, 1, 0
Si12_jpg.rf.0438901989a138c97478cdc3f9fe7f41.jpg, 0, 1
221024-093126_jpg.rf.0405467eecb9a932c4c817e84269aeda.jpg, 0, 1
train_800_jpg.rf.042e4f42ae54b586ee52df4569f39a02.jpg, 1, 0
tinh_Si34_jpg.rf.0492e17cbbd70a0f4712e47363ac5951.jpg, 1, 0
tinh_Long9_jpg.rf.046cb7efd42e85c5ec8b433943291e68.jpg, 1, 0
Bao23_jpg.rf.049a1bffb34173ddf72b896fece4ef43.jpg, 0, 1
GOPR0492_MP4-445_jpg.rf.043bd14666f4a38721f941f774305261.jpg, 0, 1
train_982_jpg.rf.042908d4cfbaadf9efaa8e097dc5006c.jpg, 0, 1
train_293_jpg.rf.0483da8003e69dbdcc79383fc9d58706.jpg, 0, 1
train_1201_jpg.rf.044724d891ab803fec4d3fc31d05c8cb.jpg, 0, 1
train_454_jpg.rf.042da831e5742d6da99f1985e1b3075e.jpg, 0, 1
GOPR0492_MP4-344_jpg.rf.04b2982121fb8c1da0c3eb7b0efe2f7d.jpg, 1, 0
tinh_Si18_jpg.rf.040fc63354266cdcf0f121865d282800.jpg, 1, 0
train_1290_jpg.rf.04b786c1734a48d85452fcedd3b173e7.jpg, 0, 1
221023-145358_jpg.rf.04afb6b152ceac4f6f31118e8d1781d7.jpg, 1, 0
train_649_jpg.rf.04df87cf64834c184a464d4c2644df72.jpg, 1, 0
Long48_jpg.rf.04cfc3d6df4216a906daf3c873a4bd20.jpg, 0, 1
221023-144625_jpg.rf.047dc76b91d44c79d5eae4baea039b0c.jpg, 0, 1
221023-144854_jpg.rf.0514f11f1caf4bd4713fcc0fa714f547.jpg, 0, 1
GOPR0492_MP4-87_jpg.rf.04faecb249f483a9984cfb907692108f.jpg, 1, 0
tinh_Nam4_jpg.rf.04e1ac6b5139ab7a1736da31a0123504.jpg, 1, 0
train_738_jpg.rf.043f245bcb0c1dd6fed47ae047d8352d.jpg, 1, 0
train_505_jpg.rf.04a23ab14272732e81b3ea1921464bf9.jpg, 1, 0
tinh_Phong27_jpg.rf.054196abb4d14541e329f6359142116d.jpg, 1, 0
train_521_jpg.rf.050bfb3dce7b00779ce04b5095670dc5.jpg, 1, 0
221023-145641_jpg.rf.059079991a6ec5f3d4694a44c0162de1.jpg, 1, 0
Si20_jpg.rf.05004c740e7194f2c48674de04841caf.jpg, 0, 1
Tam5_jpg.rf.056986b3fef76ac29e6860bc40ee2abb.jpg, 0, 1
GOPR0492_MP4-250_jpg.rf.059bd40b851bc48911153018f39ed979.jpg, 0, 1
tinh_Bao33_jpg.rf.053a2b79d360c1df435ee51e1919070c.jpg, 0, 1
train_650_jpg.rf.05b30921ae005c331cd19f7875ab46ee.jpg, 1, 0
train_41_jpg.rf.05b3ea2883bcf1fd7e382ce48498d1fc.jpg, 0, 1
train_895_jpg.rf.0543278d1e86d3d8a153e24d1a2773f3.jpg, 1, 0
Long38_jpg.rf.0516b153628ec01bdb170b77d1ad72df.jpg, 0, 1
GOPR0492_MP4-191_jpg.rf.05dfadec85e826baf60b2656c4fb79ce.jpg, 0, 1
221023-093655_jpg.rf.05dc29e08fb1abfe5230602281ecc286.jpg, 0, 1
GOPR0492_MP4-249_jpg.rf.06017d1953e3eca508849912a781648e.jpg, 0, 1
tinh_Si96_jpg.rf.05d59be45ba5caad946445cdd4b26106.jpg, 1, 0
GOPR0492_MP4-511_jpg.rf.05e8b926887ccd91526fb0b4f221cb4e.jpg, 1, 0
tinh_Long17_jpg.rf.04f86fca22717c460f0fa3b1baedceed.jpg, 1, 0
train_555_jpg.rf.0433619ea90959065df55ddf96189520.jpg, 0, 1
Long29_jpg.rf.05edbb9c3b7bca818131ac539e642e28.jpg, 0, 1
Tam41_jpg.rf.05d043ad42dbce3d1056e0569bf8cd55.jpg, 0, 1
tinh_Long33_jpg.rf.05fd43d66ceeb81d1392fe053ac4d275.jpg, 0, 1
tinh_Bao15_jpg.rf.063645a271eb68115b42b7d843fa8a0f.jpg, 1, 0
221023-142109_jpg.rf.06057b1a5f799194dd980fbc80d17a83.jpg, 0, 1
tinh_Phong15_jpg.rf.0619db971e38fb565d2478513c60e56b.jpg, 1, 0
221023-145044_jpg.rf.061536d376af34829b62ce66272b87dd.jpg, 0, 1
GOPR0492_MP4-239_jpg.rf.062a42acc737d726b6242d0d6428b428.jpg, 0, 1
tinh_Nguyen1_jpg.rf.067a6917e0a580b04c3bbe5a51525d90.jpg, 1, 0
Si18_jpg.rf.0635d95aee98ca83217b1903c8960e93.jpg, 0, 1
221023-094016_jpg.rf.064810095784ada4ae52b3b707f5c749.jpg, 1, 0
train_31_jpg.rf.064dabf503cd71050432570037cd73f6.jpg, 1, 0
221023-142125_jpg.rf.0658878c7b38e8dc87b168a1b42b8e54.jpg, 0, 1
221023-092200_jpg.rf.055dbd831c5ead0272ee9a0c303964ed.jpg, 0, 1
221024-093050_jpg.rf.066967a6a887d41f558955425c5ba9c5.jpg, 0, 1
tinh_Nam7_jpg.rf.06c05b9b711a9c1f1efa9023740f4560.jpg, 1, 0
tinh_Si97_jpg.rf.0659207ffce29a2e08e2d95dcd64071b.jpg, 1, 0
tinh_Nam37_jpg.rf.066f17ec892a2ad1ab5337dbf069b5b8.jpg, 1, 0
GOPR0492_MP4-124_jpg.rf.06ada825e7377907da1c30a9cd1f164e.jpg, 1, 0
GOPR0492_MP4-297_jpg.rf.06a86a975e24301541b49dbd1ae7c168.jpg, 0, 1
train_839_jpg.rf.06bb52b9ab654e56eca0fa12cfc343e4.jpg, 1, 0
tinh_Nam32_jpg.rf.0670a482fa78d0ec56e1d0a140dd6bbb.jpg, 1, 0
